timestamp,percent,state,seconds_left,,,
2025-08-31 15:30,39,Discharging,No,4294967295,8194,
2025-08-31 15:30,39,Discharging,No,4294967295,8193,
2025-08-31 15:31,38,Discharging,No,4294967295,3991,
2025-08-31 15:31,38,Discharging,No,4294967295,3991,
2025-08-31 15:32,38,Discharging,No,4294967295,7983,
2025-08-31 15:32,38,Discharging,No,4294967295,7982,
2025-08-31 15:33,37,Discharging,No,4294967295,3886,
2025-08-31 15:33,37,Discharging,No,4294967295,3886,
2025-08-31 15:34,37,Discharging,No,4294967295,3886,
2025-08-31 15:34,37,Discharging,No,4294967295,7773,
2025-08-31 15:35,36,Discharging,No,4294967295,3781,
2025-08-31 15:35,36,Discharging,No,4294967295,3781,
2025-08-31 15:36,36,Discharging,No,4294967295,3781,
2025-08-31 15:36,35,Discharging,No,4294967295,3676,
2025-08-31 15:37,35,Discharging,No,4294967295,3676,
2025-08-31 15:37,35,Discharging,No,4294967295,3676,
2025-08-31 15:38,34,Discharging,No,4294967295,2380,
2025-08-31 15:38,34,Discharging,No,4294967295,3571,
2025-08-31 15:39,34,Discharging,No,4294967295,3571,
2025-08-31 15:39,34,Discharging,No,4294967295,3571,
2025-08-31 15:40,33,Discharging,No,4294967295,3466,
2025-08-31 15:40,33,Discharging,No,4294967295,3466,
2025-08-31 15:41,33,Discharging,No,4294967295,3466,
2025-08-31 15:41,32,Discharging,No,4294967295,3362,
2025-08-31 15:42,32,Discharging,No,4294967295,3362,
2025-08-31 15:42,32,Discharging,No,4294967295,3362,
2025-08-31 15:43,31,Discharging,No,4294967295,2171,
2025-08-31 15:43,31,Discharging,No,4294967295,3257,
2025-08-31 15:44,31,Discharging,No,4294967295,3257,
2025-08-31 15:44,31,Discharging,No,4294967295,3257,
2025-08-31 15:45,30,Discharging,No,4294967295,3152,
2025-08-31 15:45,30,Discharging,No,4294967295,3151,
2025-08-31 15:46,30,Discharging,No,4294967295,3151,
2025-08-31 15:46,30,Discharging,No,4294967295,6303,
2025-08-31 15:47,30,Discharging,No,4294967295,6303,
2025-08-31 15:47,29,Discharging,No,4294967295,3046,
2025-08-31 15:48,29,Discharging,No,4294967295,3046,
2025-08-31 15:48,29,Discharging,No,4294967295,6091,
2025-08-31 15:49,29,Discharging,No,4294967295,6091,
2025-08-31 15:49,28,Discharging,No,4294967295,2940,
2025-08-31 15:50,28,Discharging,No,4294967295,2940,
2025-08-31 15:50,28,Discharging,No,4294967295,2940,
2025-08-31 15:51,27,Discharging,No,4294967295,2835,
