timestamp,percent,state,seconds_left,,,
2025-08-31 15:51,27,Discharging,No,4294967295,2835,
2025-08-31 15:52,27,Discharging,No,4294967295,2835,
2025-08-31 15:52,27,Discharging,No,4294967295,2835,
2025-08-31 15:53,26,Discharging,No,4294967295,2730,
2025-08-31 15:53,26,Discharging,No,4294967295,2730,
2025-08-31 15:54,26,Discharging,No,4294967295,2731,
2025-08-31 15:54,26,Discharging,No,4294967295,5462,
2025-08-31 15:55,25,Discharging,No,4294967295,2626,
2025-08-31 15:55,25,Discharging,No,4294967295,2626,
2025-08-31 15:56,25,Discharging,No,4294967295,2626,
2025-08-31 15:56,24,Discharging,No,4294967295,2521,
2025-08-31 15:57,24,Discharging,No,4294967295,2521,
2025-08-31 15:57,24,Discharging,No,4294967295,2521,
2025-08-31 15:58,24,Discharging,No,4294967295,2521,
2025-08-31 15:58,24,Discharging,No,4294967295,5042,
2025-08-31 15:59,23,Discharging,No,4294967295,2416,
2025-08-31 15:59,23,Discharging,No,4294967295,2416,
2025-08-31 16:00,23,Discharging,No,4294967295,4832,
2025-08-31 16:00,23,Discharging,No,4294967295,4832,
2025-08-31 16:01,22,Discharging,No,4294967295,2311,
2025-08-31 16:01,22,Discharging,No,4294967295,2311,
2025-08-31 16:02,22,Discharging,No,4294967295,2311,
2025-08-31 16:02,22,Discharging,No,4294967295,4621,
2025-08-31 16:03,21,Discharging,No,4294967295,2205,
2025-08-31 16:03,21,Discharging,No,4294967295,2205,
2025-08-31 16:04,20,Discharging,No,4294967295,1400,
2025-08-31 16:04,20,Discharging,No,4294967295,2100,
2025-08-31 16:05,20,Discharging,No,4294967295,2100,
2025-08-31 16:05,20,Discharging,No,4294967295,2100,
2025-08-31 16:06,19,Discharging,No,4294967295,1330,
2025-08-31 16:06,19,Discharging,No,4294967295,1995,
2025-08-31 16:07,19,Discharging,No,4294967295,1995,
2025-08-31 16:07,19,Discharging,No,4294967295,3991,
2025-08-31 16:08,18,Discharging,No,4294967295,1891,
2025-08-31 16:08,18,Discharging,No,4294967295,1890,
2025-08-31 16:09,18,Discharging,No,4294967295,1891,
2025-08-31 16:09,18,Discharging,No,4294967295,3781,
2025-08-31 16:10,18,Discharging,No,4294967295,3782,
2025-08-31 16:10,17,Discharging,No,4294967295,1786,
2025-08-31 16:11,17,Discharging,No,4294967295,1785,
2025-08-31 16:11,17,Discharging,No,4294967295,3571,
2025-08-31 16:12,16,Discharging,No,4294967295,1680,
2025-08-31 16:12,16,Discharging,No,4294967295,1680,
2025-08-31 16:13,16,Discharging,No,4294967295,1680,
2025-08-31 16:13,16,Discharging,No,4294967295,1680,
2025-08-31 16:14,16,Discharging,No,4294967295,3361,
2025-08-31 16:14,15,Discharging,No,4294967295,1575,
2025-08-31 16:15,15,Discharging,No,4294967295,1575,
2025-08-31 16:15,15,Discharging,No,4294967295,3151,
2025-08-31 16:16,14,Discharging,No,4294967295,1470,
2025-08-31 16:16,14,Discharging,No,4294967295,1470,
2025-08-31 16:17,13,Discharging,No,4294967295,910,
2025-08-31 16:17,13,Discharging,No,4294967295,910,
2025-08-31 16:18,13,Discharging,No,4294967295,1365,
2025-08-31 16:18,13,Discharging,No,4294967295,1365,
2025-08-31 16:19,12,Discharging,No,4294967295,840,
2025-08-31 16:19,12,Discharging,No,4294967295,1260,
2025-08-31 16:20,12,Discharging,No,4294967295,1260,
2025-08-31 16:20,11,Discharging,No,4294967295,1155,
2025-08-31 16:21,11,Discharging,No,4294967295,1155,
2025-08-31 16:21,11,Discharging,No,4294967295,1155,
2025-08-31 16:22,10,Discharging,No,4294967295,700,
2025-08-31 16:22,10,Discharging,No,4294967295,1050,
2025-08-31 16:23,10,Discharging,No,4294967295,1050,
2025-08-31 16:23,10,Discharging,No,4294967295,1050,
2025-08-31 16:24,9,Discharging,No,4294967295,945,
2025-08-31 16:24,9,Discharging,No,4294967295,945,
2025-08-31 16:25,9,Discharging,No,4294967295,945,
2025-08-31 16:25,8,Discharging,No,4294967295,840,
2025-08-31 16:26,8,Discharging,No,4294967295,840,
2025-08-31 16:26,8,Discharging,No,4294967295,840,
2025-08-31 16:27,8,Discharging,No,4294967295,840,
2025-08-31 16:27,7,Discharging,No,4294967295,735,
2025-08-31 16:28,7,Discharging,No,4294967295,735,
2025-08-31 16:28,7,Discharging,No,4294967295,735,
2025-08-31 16:29,7,Discharging,No,4294967295,1470,
2025-08-31 16:29,7,Discharging,No,4294967295,1470,
2025-08-31 16:30,7,Discharging,No,4294967295,1470,
2025-08-31 16:30,7,Discharging,No,4294967295,1470,
2025-08-31 16:31,7,Discharging,No,4294967295,-,
2025-08-31 16:31,7,Discharging,No,4294967295,-,
2025-08-31 16:32,7,Discharging,No,4294967295,-,
